X,Y,OBJECTID,GLOBAL_ID,TYPE_CODE,IDENT,CHANNEL,NAS_USE,CLASS_TXT,NAME_TXT,CITY,STATE,COUNTRY,STATUS,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
-118.456715556,34.0102450000001,254,D8C13C11-05D5-43AE-AD16-79FCE5486936,6,SMO,,1,L-VORW/DME,SANTA MONICA,SANTA MONICA,,UNITED STATES,RESTRICTED,"VOR & DME UNUSBL 070-080 BYD 30 NM BLO 7000 FT; 265-275 BYD 25 NM BLO 14000 FT; 275-005 BYD 30 NM BLO 14000 FT.",0,0,1,0,1,0
-120.269612222,39.1803227780001,255,1D9693B9-736E-4C58-B3E1-F70927A1F682,6,SWR,,1,L-VORW/DME,PALISADES,SOUTH LAKE TAHOE,CA,UNITED STATES,RESTRICTED,"VOR UNUSBL 036-048 BYD 40 NM; 112-124 BYD 40 NM BLW 14000 FT; 112-124 BYD 53 NM.",0,0,1,1,0,0
-115.769905,34.112234444,256,4B91C5A6-D0D6-4989-8039-20A84D3E989C,8,TNP,,1,L-VORTAC,TWENTYNINE PALMS,TWENTYNINE PALMS,CA,UNITED STATES,RESTRICTED,"VOR UNUSBL 005-035 BYD 18 NM BLW 6800 FT; 035-065 BYD 25 NM BLW 6000 FT; 080-095 BYD 30 NM BLW 6000 FT; 095-150 BYD 18 NM BLW 6000 FT; 151-170 BYD 20 NM BLW 7000 FT; 170-190 BYD 25 NM BLW 9000 FT; 190-245 BYD 20 NM BLW 7000 FT; 245-260 BYD 25 NM BLW 7500",0,0,1,1,0,0
-123.274326667,39.0532166670001,257,1227AAC4-00D9-4BFA-9922-1DC6781E3D26,8,ENI,,1,H-VORTACW,MENDOCINO,UKIAH,CA,UNITED STATES,IFR,,0,0,1,1,0,0
-118.491671111,34.2234622220001,258,334F8A68-F3D4-4D27-A6B2-A62FE8F81FA4,6,VNY,,1,L-VORW/DME,VAN NUYS,VAN NUYS,CA,UNITED STATES,RESTRICTED,"VOR UNUSBL 103-108 BYD 35 NM; 118-226 BYD 25 NM; 305-055 BYD 19 NM.||DME UNUSBL 055-078 BYD 23 NM; 103-108 BYD 30 NM; 118-299 BYD 20 NM; 300-315 BYD 15 NM; 316-054 BYD 19 NM.",0,0,1,0,1,0
-117.389997222,34.5941627780001,259,DDDB7834-C9F2-4BD8-83E2-C02C635DA47F,6,VCV,,1,T-VORW/DME,VICTORVILLE,VICTORVILLE,,UNITED STATES,RESTRICTED,VOR UNUSBL 040-070 BYD 15 NM||DME UNUSBL 040-070 BYD 15 NM.,0,0,1,0,0,0
-122.027244167,39.0711486110001,260,0573FC1C-DCEA-4372-8356-C57C1BDB668A,8,ILA,,1,L-VORTACW,WILLIAMS,WILLIAMS,CA,UNITED STATES,IFR,,0,0,1,1,0,0
-103.179714722,40.155555,261,8C06843B-5C39-4212-BC93-FC78F62F19BD,6,AKO,,1,H-VORW/DME,AKRON,AKRON,CO,UNITED STATES,RESTRICTED,3RD PARTY||VOR UNUSBL 228-232 BYD 40 NM.,0,0,1,1,0,0
-105.815535278,37.349159167,262,9AC71222-FF91-40C6-A2D1-69A805716079,8,ALS,,1,H-VORTACW,ALAMOSA,ALAMOSA,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 025-045 BYD 25 NM BLW 15900 FT; 072-149 BYD 40 NM; 150-180 BYD 35 NM BLW 11600 FT; 181-213 BYD 40 NM; 214-224 BYD 40 NM BLW 13000 FT; 214-224 BYD 56 NM; 225-333 BYD 40 NM; 334-344 BYD 40 NM BLW 18000 FT; 345-348 BYD 40 NM; 352-024 BYD 40 NM.||",0,0,1,1,0,0
-106.858138889,39.2132777780001,263,D7FC136A-BCC4-401A-946D-B1030BB514DE,9,RDY,,1,L-TACAN,SARDY,ASPEN,CO,UNITED STATES,RESTRICTED,USE RSTRD TO IAP.,0,0,1,0,0,0
-104.752386111,39.7073861110001,264,4E69E2C9-5A92-4F15-8FD2-924E9DA225AF,9,BKF,,1,L-TACAN,BUCKLEY,AURORA,,UNITED STATES,IFR,NO-NOTAM MP:  1500-1700Z++MON.  UNMTO 0530-1330Z++.,0,0,0,0,1,0
-102.283843889,39.246239444,265,6E2981FA-3501-4F78-A4E7-D999A23C27E5,3,ITR,,1,MHW,KIT CARSON,BURLINGTON,,UNITED STATES,IFR,NDB UNMON 1630-0630 DAILY.,0,0,1,0,0,0
-104.633468333,38.944506667,266,2188E4B2-6F8E-48B6-9360-EC836E0F141B,6,BRK,,1,H-VORW/DME,BLACK FOREST,COLORADO SPRINGS,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 046-109 BYD 40NM; 110-120 BYD 40 NM BLW 9000 FT; 110-120 BYD 50 NM; 121-132 BYD 40 NM; 133-149 BYD 40 NM BLW 7000 FT; 133-149 BYD 50 NM BLW 8500 FT; 133-149 BYD 54 NM; 150-165 BYD 40 NM; 180-187 BYD 40 NM BLW 7400 FT; 180-187 BYD 46 NM; 188-19",0,0,1,1,0,0
-104.716333889,38.6943019440001,267,EC378A9A-5460-4FB2-8703-ADB7AB1461BB,3,CO,,1,MHW/LOM,PETEY,COLORADO SPRINGS,CO,UNITED STATES,IFR,NDB UNUSABLE BYD 20 NM.,0,0,1,0,0,0
-108.5617525,37.3898472220001,268,03D17AAE-11D0-494F-88A2-089897DA42A6,6,CEZ,,1,L-VORW/DME,CORTEZ,CORTEZ,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 020-028 BYD 40 NM; 029-039 BYD 40 NM BLW 16600 FT; 029-039 BYD 54 NM; 040-130 BYD 40 NM; 095-190 BYD 30 NM BLW 17500 FT; 131-141 BYD 40 NM BLW 13000 FT; 131-141 BYD 50 NM; 142-190 BYD 40 NM; 205-235 BYD 40 NM; 255-260 BYD 40 NM; 330-360 BYD 30",0,0,1,1,0,0
-104.66074,39.8125141670001,269,1B233383-5B0F-4A71-8727-ECF0EBEF0DAB,6,DEN,,1,H-VORW/DME,DENVER,DENVER,,UNITED STATES,RESTRICTED,VOR UNUSABLE 180-200 BYD 20 NM BLO 14000 FT.,0,0,1,1,1,0
-104.620972222,39.690138889,270,16C6798B-2522-446F-A6CA-8686A90B1F63,8,FQF,,1,H-VORTACW,FALCON,DENVER,CO,UNITED STATES,RESTRICTED,"TACAN AZM UNUSBL 068-088 BYD 10 NM BLW 11500 FT.||DME UNUSBL 068-088 BYD 10 NM BLW 11500 FT.||VOR UNUSBL 132-157 BYD 40 NM; 158-168 BYD 40 NM BLW 18000 FT; 169-191 BYD 40 NM; 192-203 BYD 40 NM BLW 12000 FT; 192-230 BYD 49 NM BLW 16200 FT; 192-203 BYD 76 ",0,0,1,1,1,0
-105.138985833,39.913040278,271,D6996F20-72A4-46BC-93F7-2818BF361369,6,BJC,,1,H-VORW/DME,JEFFCO,DENVER,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL180-225 BYD 40 NM; 226-245 BYD 36 NM BLW 17000 FT; 246-278 BYD 30 NM BLW 19000 FT; 279-300 BYD 34 NM BLW 18000 FT; 301-335 BYD 40 NM.||DME UNUSBL 246-278 BYD 30 NM.",0,0,1,1,1,0
-104.624335,39.8946894440001,272,C6631D7B-5062-4F1F-82C6-E2A0CD676D25,8,DVV,,1,H-VORTACW,MILE HIGH,DENVER,CO,UNITED STATES,RESTRICTED,"TACAN AZM UNUSBL 040-049 WI 20 NM BLW 11500 FT; 040-049 BYD 20 NM; 050-039 WI 10 NM BLW 11500 FT; 050-039 BYD 10 NM.||VOR UNUSBL 145-175 BYD 40 NM; 240-245 BYD 40 NM; 270-290 BYD 40 NM.",0,0,1,1,1,0
-108.931273889,37.808739722,273,8788E8F9-E403-47E5-B02C-AA3379DD7EA8,8,DVC,,1,H-VORTACW,DOVE CREEK,DOVE CREEK,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 047-066 BYD 40 NM BLW 14500 FT; 047-066 BYD 48 NM BLW 18000 FT; 047-066 BYD 54 NM BLW 33000 FT; 067-110 BYD 40 NM; 112-123 BYD 40 NM; 152-156 BYD 40 NM; 255-266 BYD 40 NM; 319-330 BYD 40 NM; 332-046 BYD 40 NM.",0,0,1,1,0,0
-107.749617778,37.153253056,274,3BB51E03-77A6-4AEE-AE03-49006B0F0340,6,DRO,,1,L-VORW/DME,DURANGO,DURANGO,,UNITED STATES,RESTRICTED,"VOR UNUSBL 004-014 BYD 40 NM BLW 16500 FT; 004-014 BYD 50 NM; 015-070 BYD 40 NM; 131-190 BYD 40 NM; 220-225 BYD 40 NM; 250-003 BYD 40 NM; 290-310 BYD 15 NM BLW 17000 FT.||DME UNUSBL 070-090 BYD 30 NM BLW 12500 FT; 140-185 BYD 25 NM BLW 13000 FT; 290-310 ",0,0,1,1,0,0
-106.894680278,39.4393452780001,275,22CD5B45-C89A-4A51-B9D9-75EB20B2365A,6,DBL,,1,H-VORW/DME,RED TABLE,EAGLE,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 040-056 BYD 40 NM; 057-074 BYD 40 NM BLW 16300 FT; 057-074 BYD 65 NM; 075-100 BYD 40 NM; 115-130 BYD 40 NM; 160-200 BYD 40 NM.",0,0,1,1,0,0
-106.99117,39.629478889,276,2FB3D4B4-CE79-439D-A621-122B711AC133,6,SXW,,1,T-VORW/DME,SNOW,EAGLE,CO,UNITED STATES,RESTRICTED,VOR PORTION UNUSBL 310-355.||VOR/DME UNUSBL 115-135.||VOR/DME UNMON 2300-0600.,0,0,1,0,0,0
-104.756920278,38.680698611,277,A9B40558-C4CC-4BAC-B6C0-5AAE2F482072,6,FCS,,1,T-VORW/DME,BUTTS,FORT CARSON,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 050-100 BLW 15000 FT; 105-115 BYD 21 NM BLW 9500 FT; 230-305 BYD 10 NM BLW 15000 FT.||DME UNUSBL 050-100 BLW 15000 FT; 230-305 BYD 10 NM BLW 15000 FT.||VOR UNMONITORED WHEN TWR CLSD.||DME UNMONITORED.",0,0,1,0,0,0
-104.753306667,38.6783297220001,278,732BB7AF-F71F-4494-BA38-C483B458B75E,3,IHS,,1,MHW,IRONHORSE,FORT CARSON,CO,UNITED STATES,CLOSED,NDB UNUSBL 210-300 BYD 20 NM BLW 20000 FT.||NDB UNMONITORED WHEN TWR CLSD.,0,0,1,0,0,0
-104.553015556,40.503869722,279,9F0D6F6D-83CD-4372-88E4-3FE4487F3045,6,GLL,,1,H-VORW/DME,GILL,GILL,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 193-204 BYD 40 NM BLW 7800 FT; 193-204 BYD 50 NM; 226-240 BYD 40 NM; 254-263 BYD 40 NM BLW 16000 FT.",0,0,1,1,0,0
-108.792573889,39.0595655560001,280,0F593723-A2BA-4C9B-941C-CF2F530DC4B5,6,JNC,,1,H-VORW/DME,GRAND JUNCTION,GRAND JUNCTION,CO,UNITED STATES,RESTRICTED,"DME UNUSBL 125-135 BYD 33 NM BLW 12000 FT; 136-176 BYD 33 NM BLW 14000 FT.||VOR UNUSBL 070-076 BYD 40 NM; 077-087 BYD 40 NM BLW 15000 FT; 077-087 BYD 66 NM; 088-092 BYD 40 NM; 093-103 BYD 40 NM BLW 13000 FT; 093-103 BYD 51 NM; 104-124 BYD 40 NM; 125-135 ",0,0,1,1,0,0
-107.039714167,38.452116389,281,9A6999B0-9C31-4330-8C22-1EB0F0DF4B30,6,HBU,,1,H-VORW/DME,BLUE MESA,GUNNISON,,UNITED STATES,RESTRICTED,"DME UNUSBL 315-325 BYD 27 NM BLW 17500 FT.||VOR UNUSBL 016-026 BYD 40 NM BLW 17500 FT; 027-032 BYD 40 NM; 033-072 BYD 40 NM BLW 16200 FT; 075-085 BYD 40 NM BLW 16000 FT; 075-085 BYD 58 NM; 086-093 BYD 40 NM; 098-118 BYD 40 NM; 119-129 BYD 40 NM BLW 18000",0,0,1,1,0,0
-107.304901389,40.5200850000001,282,4FFA865F-6077-4613-A135-B9FC0BF4259D,6,CHE,,1,H-VORW/DME,HAYDEN,HAYDEN,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 036-046 BYD 40 NM BLW 14200 FT; 036-046 BYD 49 NM; 047-070 BYD 40 NM; 071-081 BYD 40 NM BLW 13000 FT; 071-081 BYD 60 NM; 130-208 BYD 40 NM.",0,0,1,1,0,0
-103.621388889,38.8175000000001,283,FD60B185-58F2-4976-BE2C-A0A359ABF340,6,HGO,,1,H-VORW/DME,HUGO,HUGO,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 272-332 BYD 40 NM; 333-351 BYD 40 NM BLW 9000 FT; 333-351 BYD 60 NM.",0,0,1,1,0,0
-106.4424875,40.002641667,284,8E3EC456-981C-498D-A10C-8F589A079029,6,RLG,,1,H-VORW/DME,KREMMLING,KREMMLING,,UNITED STATES,RESTRICTED,"DME UNUSBL 285-305 BYD 34 NM BLW 16300 FT.||VOR UNUSBL 040-050 BYD 40 NM BLW 16000 FT; 040-050 BYD 55 NM; 051-061 BYD 40 NM; 062-072 BYD 40 NM BLW 15600 FT; 062-072 BYD 64 NM; 073-085 BYD 40 NM BLW 15000 FT; 073-085 BYD 48 NM; 086-119 BYD 40 NM; 120-130 ",0,0,1,1,0,0
-102.687532222,38.1970919440001,285,B3ADD8A2-6F71-40B8-BC30-1BA1FE7700FB,6,LAA,,1,H-VORW/DME,LAMAR,LAMAR,CO,UNITED STATES,IFR,,0,0,1,1,0,0
-107.924949722,40.0674419440001,286,C953BDBA-6AC5-4DE2-9140-0DBC1A230BF2,6,EKR,,1,H-VORW/DME,MEEKER,MEEKER,CO,UNITED STATES,RESTRICTED,"VOR UNUSBL 053-068 BYD 40 NM BLW 13000 FT; 053-068 BYD 51 NM BLW 22000 FT; 069-081 BYD 40 NM; 082-092 BYD 40 NM BLW 18000 FT; 093-133 BYD 40 NM; 134-144 BYD 40 NM BLW 16000 FT; 134-144 BYD 56 NM; 144-169 BYD 40 NM; 179-192 BYD 40 NM BLW 11700 FT; 179-192",0,0,1,1,0,0
-107.899290278,38.5064350000001,287,485B44B9-A928-4529-8B67-F8BC84947F64,6,MTJ,,1,H-VORW/DME,MONTROSE,MONTROSE,CO,UNITED STATES,RESTRICTED,"3RD PARTY SURVEY||VDME UNMONITORED.||DME UNUSBL 011-090 BYD 26 NM BLW 15000 FT; 190-250 BYD 25 NM BLW 15000 FT.||VOR UNUSBL 001-167 BYD 40 NM; 060-090 BYD 26 NM BLW 16000 FT; 168-178 BYD 40 NM BLW 16300 FT; 167-178 BYD 50 NM; 179-251 BYD 40 NM; 190-250 B",0,0,1,1,0,0
-104.429446111,38.2942547220001,288,1AE556AF-607A-4B11-98ED-7163F02A8F8B,8,PUB,,1,H-VORTACW,PUEBLO,PUEBLO,,UNITED STATES,RESTRICTED,"VOR UNUSBL 000-030 BYD 40 NM; 215-227 BYD 40 NM BLW 16000 FT; 215-227 BYD 62 NM; 228-240 BYD 40 NM BLW 18000 FT; 280-340 BYD 40 NM; 341-348 BYD 40 NM BLW 18000 FT; 349-359 BYD 40 NM BLW 9000 FT; 349-359 BYD 61 NM.",0,0,1,1,0,0
-80.349035556,25.799961667,289,8A8E9DDF-BDE8-42D7-B484-134F7BDCAA23,8,DHP,,1,H-VORTAC,DOLPHIN,MIAMI,FL,UNITED STATES,RESTRICTED,"TACAN AZM UNUSBL 055-065 BYD 35 NM BLW 3000 FT; 185-195 BYD 23 NM; 226-236 BYD 35 NM.||DME UNUSBL 055-065 BYD 35 NM BLW 3000 FT.||VOR UNUSBL 034-037 BYD 40 NM; 090-101 BYD 40 NM BLW 5500 FT; 090-101 BYD 54 NM; 102-111 BYD 40 NM.",0,0,1,1,1,0
-86.937363889,30.6151550000001,290,909E70DA-2C36-493E-9EB0-47C099F477A8,9,NGS,,1,L-TACAN,SANTA ROSA,MILTON,FL,UNITED STATES,IFR,,0,0,1,0,0,0
-87.018086389,30.7240063890001,291,2FABA20F-0452-4788-9B23-CCA0ED8EA783,9,NSE,,1,L-TACAN,WHITING,MILTON,FL,UNITED STATES,RESTRICTED,"TACAN UNUSBL 256-018 BYD 25 NM BLW 3000 FT.||DME UNUSBL 256-018 BYD 25 NM BLW 3000 FT; 256-055 BYD 25 NM.||UNMON WHEN TWR CLSD.",0,0,1,0,0,0
-81.778101667,26.153422778,292,2278E4D1-C8F5-4044-B6F9-77BAB88B4D02,6,CYY,,1,T-VORW/DME,CYPRESS,NAPLES,FL,UNITED STATES,RESTRICTED,DME UNUSBL 215-315.||VOR UNUSBL 078-139 BLW 10000 FT.,0,0,1,1,0,0
-82.226333889,29.1774772220001,293,8CE720E2-8183-4784-8710-F2C5C98596BD,8,OCF,,1,L-VORTAC,OCALA,OCALA,FL,UNITED STATES,RESTRICTED,"TACAN AZM UNUSBL 025-078; 329-350; 351-024 BYD 28NM.||VOR UNUSBL 010-024 BYD 40 NM; 030-037 BYD 40 NM; 053-060 BYD 40 NM; 065-077 BYD 40 NM; 094-108 BYD 40 NM BLW 3000 FT; 094-108 BYD 66 NM; 127-137 BYD 40 NM; 157-171 BYD 40 NM BLW 13000 FT; 157-171 BYD ",0,0,1,1,0,0
-81.335018611,28.5427247220001,294,E35A5684-6062-42FD-91A2-AEB62F56B7AF,8,ORL,,1,H-VORTACW,ORLANDO,ORLANDO,,UNITED STATES,RESTRICTED,"TACAN AZM UNUSBL 066-084; 246-289 BYD 17 NM BLW 2000 FT; 246-289 BYD 28 NM BLW 2500 FT.||VOR UNUSBL 075-089 BYD 40 NM BLW 8000 FT; 075-089 BYD 53 NM; 090-100 BYD 40 NM; 235-245 BYD 40 NM; 260-296 BYD 40 NM BLW 2000 FT; 260-296 BYD 46 NM BLW 5000 FT; 260-",0,0,1,1,0,0
-81.1126961109999,29.3032519440001,295,D141C7C6-242D-484E-9F4E-D241F68C297E,8,OMN,,1,H-VORTAC,ORMOND BEACH,ORMOND BEACH,,UNITED STATES,RESTRICTED,"VOR UNUSBL 034-036 BYD 40 NM; 070-100 BYD 35 NM BLW 1500 FT; 099-112 BYD 40 NM; 122-141 BYD 40 NM; 159-161 BYD 40 NM; 170-181 BYD 40 NM BLW 3000 FT; 170-181 BYD 46 FT; 207-209 BYD 40 NM; 236-239 BYD 40 NM; 240-244 BLW 6000 FT; 240-250 BYD 53 NM; 251-286 ",0,0,1,1,0,0
-85.572409167,30.0740086110001,296,0DF69102-B5CE-4FF6-A158-9E840A47FBFB,9,PAM,,1,H-TACAN,TYNDALL,PANAMA CITY,FL,UNITED STATES,RESTRICTED,NO NOTAM MP: 0900-1200Z++ MON-FRI.||TACAN AZM UNUSBL 050-060 BYD 25 NM.,0,0,1,1,0,0
-87.316503333,30.357940833,297,47ACCD73-4796-4623-A126-142CAEF9F25C,9,NPA,,1,L-TACAN,PENSACOLA,PENSACOLA,FL,UNITED STATES,RESTRICTED,"TACAN OPR ONLY DRG FLD OPR HR.||TACAN AZM UNUSBL 030-050 BLW 2500 FT.||DME UNUSBL 030-050 BLW 2500 FT; 051-230 BYD 30 NM BLW 1500 FT; 231-029 BYD 14 NM 3500 FT; 231-029 BYD 9 NM BLW 2500 FT; 357-007 BYD 10 NM.",0,0,1,1,0,0
-87.3359,30.4721416670001,298,27B99180-C003-4219-A96A-8313FE78A1C8,7,NUN,,1,L-VOR,SAUFLEY,PENSACOLA,FL,UNITED STATES,IFR,,0,0,1,1,0,0
-81.3302199999999,29.956724722,299,8E145E7D-2FD4-4A10-974F-7A38B4AF72E3,6,SGJ,,1,T-VORW/DME,ST AUGUSTINE,ST AUGUSTINE,FL,UNITED STATES,IFR,,0,0,1,0,0,0
-82.684309167,27.907764167,300,105F6202-071E-4380-8D1F-0D3736347D53,8,PIE,,1,H-VORTACW,ST PETERSBURG,ST PETERSBURG-CLEARWATER,FL,UNITED STATES,RESTRICTED,"VOR UNUSBL 025-054 BYD 21 NM BLW 5000 FT, 233-250 BYD 20 NM.||TACAN AZM UNUSBL 133-146.",0,0,1,1,0,0
-84.373943056,30.5562288890001,301,BD6680CC-8B68-4DA1-AA61-BE5386896386,8,SZW,,1,H-VORTAC,SEMINOLE,TALLAHASSEE,FL,UNITED STATES,RESTRICTED,"VOR UNUSBL 006-034 BYD 40 NM; 050-052 BYD 40 NM; 060-062 BYD 40 NM; 065-068 BYD 40 NM; 071-075 BYD 40 NM; 096-099 BYD 40 NM; 103-107 BYD 40 NM; 156-161 BYD 40 NM; 175-177 BYD 40 NM; 180-190 BYD 40 NM BLW 18000 FT; 212-216 BYD 40 NM; 220-223 BYD 40 NM; 24",0,0,1,1,0,0
-82.513511111,27.8611611110001,302,F06DB603-86F8-4FB7-9C04-CF6F0A16145B,9,MCF,,1,L-TACAN,MACDILL,TAMPA,,UNITED STATES,RESTRICTED,"MP 0900-2300Z++ FRI.||TACAN AZM UNUSBL 230-240 BYD 30.0 NM; 240-245 BYD 30 NM; 246-341 BYD 35 NM;  342-345; 346 - 011 BYD 35 NM.||DME UNUSBL 230 - 240 BYD 30 NM; 241 - 284 BYD 35 NM; 296-345 BYD 35 NM; 342-345 BYD 32 NM; 346 - 011 BYD 35 NM.",0,0,1,1,0,0
-82.552903333,30.5046377780001,303,0BD87F85-0824-420A-8802-AA094F4DC581,8,TAY,,1,H-VORTACW,TAYLOR,TAYLOR,FL,UNITED STATES,RESTRICTED,,0,0,1,1,0,0
-86.520858333,30.4782388890001,304,1499DFD8-9938-4B70-B068-2245D2EA2E92,9,DWG,,1,T-TACAN,WARRINGTON,VALPARAISO,FL,UNITED STATES,RESTRICTED,,0,0,1,0,0,0
-80.1544430559999,25.7519005560001,305,F2BCDA67-1341-4BDC-BB00-3CCACB3CE5F6,6,VKZ,,1,H-VORW/DME,VIRGINIA KEY,VIRGINIA KEY,FL,UNITED STATES,RESTRICTED,"VOR UNUSBL 013-023 BYD 40 NM BLW 5000 FT; 013-023 BYD 54 NM BLW 6000 FT; 013-023 BYD 76 NM BLW 14000 FT; 013-023 BYD 131 NM BLW 18000 FT; 020-064 BYD 20 NM BLW 4500 FT; 035-050 BYD 40 NM; 091-104 BYD 30 NM BLW 3000 FT; 103-115 BYD 40 NM BLW 4000 FT; 103-",0,0,1,1,1,0
-80.08649,26.680055,306,ECB8C869-666D-40CC-848D-D673DF353E36,8,PBI,,1,H-VORTAC,PALM BEACH,WEST PALM BEACH,FL,UNITED STATES,RESTRICTED,"VOR UNUSBL 005-015 BYD 40 NM BLW 5000 FT; 005-015 BYD 63 NM; 016-044 BYD 40 NM; 052-062 BYD 40 NM BLW 6000 FT; 052-062 BYD 81 NM BLW 8000 FT; 052-062 BYD 100 NM; 185-195 BYD 13 NM; 209-219 BYD 40 NM; 257-267 BYD 40 NM; 305-324 BYD 40 NM; 332-348 BYD 40 N",0,0,1,1,0,0
-84.108156944,32.174478333,307,3FBB40EB-059F-415D-AE26-75CCF8443CC3,3,LKG,,1,MHW,LINDBERGH,AMERICUS,GA,UNITED STATES,IFR,,0,0,1,0,0,0
-84.4864111109999,33.300627778,308,EBFED899-2A59-4A10-B13C-0141B26BB8E2,3,FFC,,1,MHW,PECAT,ATLANTA,,UNITED STATES,IFR,NDB UNMONITORED 2100-0500.,0,0,0,0,1,0
-81.996850556,33.4628119440001,309,FB2C6E3A-5A8F-4AE3-8403-7974F0BF3F28,3,EMR,,1,HW,EMORY,AUGUSTA,GA,UNITED STATES,IFR,NDB UNMONITORED WHEN AUGUSTA ATCT CLOSED.,0,0,1,0,0,0
-84.5260222219999,30.972716667,310,C4286040-05F7-4D46-B512-5C9BEBC972C2,3,LYZ,,1,MHW,WILLIS,BAINBRIDGE,GA,UNITED STATES,IFR,,0,0,1,0,0,0
-82.390170833,31.7120238890001,311,1188428F-76F9-4D10-A2CF-2C74812D7895,3,BHC,,1,MHW,BAXLEY,BAXLEY,GA,UNITED STATES,IFR,,0,0,1,0,0,0
-84.159330833,30.8881691670001,312,BEBCF8E9-3664-4AB6-9329-388E58AB172B,3,CYR,,1,MHW,CAIDY,CAIRO,GA,UNITED STATES,IFR,NDB LOCATED ON AIRPORT FROM THRESHOLD RWY 12 720' ALONG CENTERLINE THENCE SW AT RIGHT ANGLE 680'.,0,0,1,0,0,0
-85.13089,33.565776944,313,2DBDB509-4398-49FC-B07C-1EE0BFF0C359,3,GPQ,,1,MHW,CARROLLTON,CARROLLTON,,UNITED STATES,RESTRICTED,"NDB UNUSBL 060-100 BYD 10 NM; BYD 15 NM.",0,0,1,0,0,0
-83.861790556,31.997844722,314,5F86FE25-2520-4C53-B082-5B65F35CCC00,3,OHY,,1,MHW,CONEY,CORDELE,GA,UNITED STATES,IFR,NDB LCTD 25400 FT WEST OF RWY 09 THR.||NDB UNMON 1700-0700.,0,0,1,0,0,0
-82.923756667,31.4048377780001,315,0D1D99E0-7039-49C0-9273-A9A37F9EA992,3,OWC,,1,MHW,COFFEE COUNTY,DOUGLAS,GA,UNITED STATES,IFR,NDB UNMONITORED 1800-0800.,0,0,1,0,0,0
-82.830044722,32.563460278,316,C0DC35DC-8B6C-4922-B9EB-615AE46739D9,8,DBN,,1,L-VORTAC,DUBLIN,DUBLIN,,UNITED STATES,RESTRICTED,"VOR UNUSBL 013-038 BYD 40 NM; 040-080; 102-113 BYD 40 NM; 117-129 BYD 40 NM; 153-163 BYD 40 NM BLW 3000 FT; 153-163 BYD 80 NM; 175-189 BYD 40 NM; 274-280 BYD 40 NM; 281-291; 292-308 BYD 40 NM; 309-319 BYD 40 NM BLW 3000 FT; 309-319 BYD 80 NM; 320-332 BYD",0,0,1,1,0,0
-83.1539425,32.1316919440001,317,195D4E85-2E35-4537-A175-61EFB28160EA,3,EZM,,1,MHW,EASTMAN,EASTMAN,GA,UNITED STATES,IFR,,0,0,1,0,0,0
-83.290711667,31.612966111,318,8DDF6B0F-2D24-4D58-924A-2DE9EA0F3DDE,3,SUR,,1,MHW,FITZGERALD,FITZGERALD,,UNITED STATES,IFR,"NDB LOCATED 4 NM S OF FITZGERALD; 1 NM W OF OCILLA GA.",0,0,1,0,0,0
-83.021767778,33.6464111110001,319,906AA2E4-0B3A-423C-B508-9E61274E6D74,3,VV,,1,MHW/LOM,JUNNE,GREENSBORO,GA,UNITED STATES,IFR,NDB UNUSBL BYD 10 NM.,0,0,1,0,0,0
-82.647370278,31.8798294440001,320,286DE519-CBC9-46E5-8432-F681FE65F91C,3,AZE,,1,MHW,HAZLEHURST,HAZLEHURST,GA,UNITED STATES,CLOSED,NDB LCTD 1000 FT FROM THR RWY 33 CNTRLN THEN LEFT 1000 FT.,0,0,1,0,0,0
-85.2062213889999,33.0491188890001,321,8C9F56FA-D23A-47C5-9E30-5EEDEED269E9,8,LGC,,1,H-VORTAC,LAGRANGE,LAGRANGE,GA,UNITED STATES,RESTRICTED,"VOR UNUSBL 243-247 BYD 40 NM; 284-287 BYD 40 NM; 288-298 BYD 40 NM BLW 4000 FT; 288-298 BYD 50 NM; 299-330 BYD 40 NM; 343-360 BYD 40 NM.",0,0,1,1,0,0
-84.507311111,33.9146527780001,322,28EF104E-BCEC-497A-9204-FC4A50C47FDB,9,DOB,,1,T-TACAN,DOBBINS,MARIETTA,GA,UNITED STATES,RESTRICTED,"NO NOTAM MP:  1100-1500Z++ THU.||TACAN UNUSBL 070-078 DEGS BYD 18 NM; 145-265 DEGS BYD 11 NM; 253-256 BYD 8 NM; 320-325 BYD 12NM.",0,0,1,1,1,0
-83.159596944,33.1518100000001,323,338BF691-3D56-479C-BB8A-6A9BBB952DBF,3,UMB,,1,MHW,CULVR,MILLEDGEVILLE,GA,UNITED STATES,IFR,,0,0,1,0,0,0
-84.71327,33.2569444440001,324,D20E8E6C-66B3-4BA6-8325-EE51587AF550,3,EQQ,,1,MHW,COWETA COUNTY,NEWNAN,GA,UNITED STATES,IFR,,0,0,0,0,1,0
